asof,last_print,target_print,pred_yoy,real_yoy,pred_delta,real_delta,hurdle_mom,pred_dir,real_dir,hit,conviction_pp,revision_mode
2019-04-30,2019-03,2019-04,2.068909102794936,2.000583470209061,0.18572275148853734,0.11739711890266236,0.2604406656061986,accelerating,accelerating,True,0.18572275148853734,noise
2019-05-31,2019-04,2019-05,1.8929055747656909,1.7959105553606136,-0.10767789544336992,-0.20467291484844718,0.2257949781598212,decelerating,decelerating,True,0.10767789544336992,noise
2019-06-30,2019-05,2019-06,1.7654963489345699,1.671194894390049,-0.030414206426043755,-0.12471566097056463,0.09011451720948305,decelerating,decelerating,True,0.030414206426043755,noise
2019-07-31,2019-06,2019-07,1.8489071071492003,1.826331335037068,0.17771221275915128,0.15513644064701904,0.07808204989283585,accelerating,accelerating,True,0.17771221275915128,noise
2019-08-31,2019-07,2019-08,1.7537337324665447,1.7376412106666406,-0.07259760257052328,-0.08869012437042745,0.17873207703393845,decelerating,decelerating,True,0.07259760257052328,noise
2019-09-30,2019-08,2019-09,1.7281839217644368,1.6844977040391562,-0.009457288902203764,-0.05314350662748435,0.2062281702117419,decelerating,decelerating,True,0.009457288902203764,noise
2019-10-31,2019-09,2019-10,1.7314996605203303,1.7339736996186295,0.04700195648117411,0.04947599557947324,0.2339580144498754,accelerating,accelerating,True,0.04700195648117411,noise
2019-11-30,2019-10,2019-11,2.0248055010295474,2.092290394862917,0.2908318014109179,0.35831669524428733,-0.07041919199911595,accelerating,accelerating,True,0.2908318014109179,noise
2019-12-31,2019-11,2019-12,2.2167672026161434,2.3195274699624457,0.12447680775322656,0.22723707509952895,0.06848935445813442,accelerating,accelerating,True,0.12447680775322656,noise
2020-01-31,2019-12,2020-01,2.5594277514646935,2.599767976845202,0.23990028150224774,0.28024050688275626,-0.08149798035343991,accelerating,accelerating,True,0.23990028150224774,noise
2020-02-29,2020-01,2020-02,2.323309720630218,2.3413166797595197,-0.2764582562149842,-0.25845129708568226,0.3001255142321968,decelerating,decelerating,True,0.2764582562149842,noise
2020-03-31,2020-02,2020-03,1.6401755187142708,1.4940399642909163,-0.7011411610452489,-0.8472767154686034,0.37817929172307974,decelerating,decelerating,True,0.7011411610452489,noise
2020-04-30,2020-03,2020-04,0.6010978308167436,0.3130472940411133,-0.8929421334741727,-1.180992670249803,0.3759679404743643,decelerating,decelerating,True,0.8929421334741727,noise
2020-05-31,2020-04,2020-05,0.4455969802283244,0.1982013035848551,0.13254968618721108,-0.1148459904562582,0.02468332856644384,accelerating,decelerating,False,0.13254968618721108,noise
2020-06-30,2020-05,2020-06,0.8703111893735516,0.7166562831830481,0.6721098857886965,0.518454979598193,-0.03251128102280676,accelerating,accelerating,True,0.6721098857886965,noise
2020-07-31,2020-06,2020-07,0.9031208328080575,0.9968647625897997,0.18646454962500947,0.28020847940675164,0.23078761661827762,accelerating,accelerating,True,0.18646454962500947,noise
2020-08-31,2020-07,2020-08,1.1823434809120625,1.2810698495523853,0.18547871832226281,0.2842050869625856,0.09147700174354512,accelerating,accelerating,True,0.18547871832226281,noise
2020-09-30,2020-08,2020-09,1.3871009269949441,1.3910228912373812,0.1060310774425588,0.10995304168499587,0.1538846099767177,accelerating,accelerating,True,0.1060310774425588,noise
2020-10-31,2020-09,2020-10,1.3301177503193484,1.2303863428671624,-0.060905140918032785,-0.1606365483702188,0.2827282299262768,decelerating,decelerating,True,0.060905140918032785,noise
2020-11-30,2020-10,2020-11,1.1419844424250813,1.1757452138405844,-0.08840190044208107,-0.05464112902657803,0.281542260504386,decelerating,decelerating,True,0.08840190044208107,noise
2020-12-31,2020-11,2020-12,1.2749944611736952,1.3204191315779434,0.0992492473331108,0.14467391773735905,0.29122185210892493,accelerating,accelerating,True,0.0992492473331108,noise
2021-01-31,2020-12,2021-01,1.5189299035160975,1.3738437137002402,0.19851077193815403,0.05342458212229673,0.19216641534238743,accelerating,accelerating,True,0.19851077193815403,noise
2021-02-28,2021-01,2021-02,1.7484211292185137,1.6698167791706853,0.3745774155182735,0.2959730654704451,0.04746707213065804,accelerating,accelerating,True,0.3745774155182735,noise
2021-03-31,2021-02,2021-03,2.5286105324506147,2.6678187820641908,0.8587937532799295,0.9980020028935055,-0.4528447444551498,accelerating,accelerating,True,0.8587937532799295,noise
2021-04-30,2021-03,2021-04,3.6207908509811704,4.133077115360573,0.9529720689169796,1.465258333296382,-0.7920147553434065,accelerating,accelerating,True,0.9529720689169796,noise
2021-05-31,2021-04,2021-05,4.405979677692207,4.918257089467626,0.2729025623316339,0.7851799741070531,-0.08983252093487382,accelerating,accelerating,True,0.2729025623316339,noise
2021-06-30,2021-05,2021-06,4.699237698254044,5.295632620349999,-0.21901939121358183,0.3773755308823734,0.4847499237691677,decelerating,accelerating,False,0.21901939121358183,noise
2021-07-31,2021-06,2021-07,5.04855682156804,5.245169381309234,-0.2470757987819594,-0.05046323904076555,0.5096443382793581,decelerating,decelerating,True,0.2470757987819594,noise
2021-08-31,2021-07,2021-08,5.134090515236833,5.152015301793966,-0.11107886607240047,-0.09315407951526744,0.3731343283582156,decelerating,decelerating,True,0.11107886607240047,noise
2021-09-30,2021-08,2021-09,5.145322821674014,5.351215590949132,-0.006692480119951938,0.19920028915516585,0.2626139536318739,decelerating,accelerating,False,0.006692480119951938,noise
2021-10-31,2021-09,2021-10,5.619260523029901,6.235042390298062,0.26804493208076874,0.8838267993489302,0.1238475828567287,accelerating,accelerating,True,0.26804493208076874,noise
2021-11-30,2021-10,2021-11,6.410651750128538,6.901970403700863,0.17560935983047532,0.6669280134028011,0.2274132890799363,accelerating,accelerating,True,0.17560935983047532,noise
2021-12-31,2021-11,2021-12,6.658591282321602,7.174340285065539,-0.24337912137926132,0.27236988136467577,0.4346309661148906,decelerating,accelerating,False,0.24337912137926132,noise
2022-01-31,2021-12,2022-01,7.161076406274081,7.558805726967832,-0.013263878791458517,0.38446544190229304,0.24499608845809373,decelerating,accelerating,False,0.013263878791458517,noise
2022-02-28,2022-01,2022-02,7.652625015555925,7.937278766517819,0.09381928858809285,0.3784730395499869,0.33956762230333837,accelerating,accelerating,True,0.09381928858809285,noise
2022-03-31,2022-02,2022-03,8.150729824958303,8.572204966013853,0.21345105844048362,0.634926199496034,0.524320981565296,accelerating,accelerating,True,0.21345105844048362,noise
2022-04-30,2022-03,2022-04,8.001273300857559,8.231750770777225,-0.5709316651562943,-0.340454195236628,0.6238653990587206,decelerating,decelerating,True,0.5709316651562943,noise
2022-05-31,2022-04,2022-05,7.9965830721516085,8.538171195642065,-0.2351676986256166,0.30642042486483945,0.6635060424433847,decelerating,accelerating,False,0.2351676986256166,noise
2022-06-30,2022-05,2022-06,8.367537058853403,8.979361103105798,-0.1706341367886619,0.441189907463734,0.8461787818155431,decelerating,accelerating,False,0.1706341367886619,noise
2022-07-31,2022-06,2022-07,8.565658325202396,8.462576727730099,-0.4137027779034028,-0.5167843753756998,0.4614747980816958,decelerating,decelerating,True,0.4137027779034028,noise
2022-08-31,2022-07,2022-08,8.12726708939131,8.222579178218826,-0.3353096383387886,-0.23999754951127272,0.2842925602144719,decelerating,decelerating,True,0.3353096383387886,noise
2022-09-30,2022-08,2022-09,7.943504639111509,8.192106896425821,-0.2790745391073166,-0.03047228179300454,0.4525517463950024,decelerating,decelerating,True,0.2790745391073166,noise
2022-10-31,2022-09,2022-10,7.745471828981532,7.758813957693,-0.4466350674442898,-0.43329293873282104,0.9638202329232071,decelerating,decelerating,True,0.4466350674442898,noise
2022-11-30,2022-10,2022-11,7.223888020147595,7.122856456533988,-0.5349259375454052,-0.6359575011590124,0.8566262881938069,decelerating,decelerating,True,0.5349259375454052,noise
2022-12-31,2022-11,2022-12,6.412298812689143,6.404600402357152,-0.7105576438448447,-0.7182560541768357,0.6905230550805275,decelerating,decelerating,True,0.7105576438448447,noise
2023-01-31,2022-12,2023-01,6.299513607589313,6.327178517960097,-0.10508679476783911,-0.07742188439705533,0.6046039630400957,decelerating,decelerating,True,0.10508679476783911,noise
2023-02-28,2023-01,2023-02,6.023882028459404,5.957820738137087,-0.3032964895006929,-0.36935777982300966,0.6926379347568234,decelerating,decelerating,True,0.3032964895006929,noise
2023-03-31,2023-02,2023-03,5.016560916755219,4.917719362889961,-0.9412598213818679,-1.0401013752471266,1.115641476274165,decelerating,decelerating,True,0.9412598213818679,noise
2023-04-30,2023-03,2023-04,5.055268046458661,4.950079879124369,0.1375486835687001,0.03236051623440872,0.30833512934780316,accelerating,accelerating,True,0.1375486835687001,noise
2023-05-31,2023-04,2023-05,4.177192030620258,4.131851231385042,-0.7728878485041113,-0.8182286477393275,0.9484996239963239,decelerating,decelerating,True,0.7728878485041113,noise
2023-06-30,2023-05,2023-06,3.2332240208252205,3.070617072997095,-0.8986272105598214,-1.061234158387947,1.2561019986405686,decelerating,decelerating,True,0.8986272105598214,noise
2023-07-31,2023-06,2023-07,3.471293871324721,3.287749268428297,0.40067679832762604,0.2171321954312022,-0.014917428642136077,accelerating,accelerating,True,0.40067679832762604,noise
2023-08-31,2023-07,2023-08,3.8362078045192316,3.722504803505289,0.5484585360909344,0.4347555350769916,0.062391281496565476,accelerating,accelerating,True,0.5484585360909344,noise
2023-09-30,2023-08,2023-09,3.6316510672300018,3.687206638119256,-0.09085373627528703,-0.03529816538603292,0.42426727482827165,decelerating,decelerating,True,0.09085373627528703,noise
2023-10-31,2023-09,2023-10,3.251909589593649,3.2512659098611785,-0.4352970485256069,-0.4359407282580774,0.5594754832984217,decelerating,decelerating,True,0.4352970485256069,noise
2023-11-30,2023-10,2023-11,3.0530079971988977,3.1333462745911866,-0.19825791266228077,-0.11791963526999183,0.2614032556282231,decelerating,decelerating,True,0.19825791266228077,noise
2023-12-31,2023-11,2023-12,3.2462193047303467,3.3159099427102934,0.11287303013916006,0.18256366811910674,0.01539563433359259,accelerating,accelerating,True,0.11287303013916006,noise
2024-01-31,2023-12,2024-01,2.930264415749395,3.0883429864855705,-0.38564552696089827,-0.2275669562247229,0.5314022594635093,decelerating,decelerating,True,0.38564552696089827,noise
2024-02-29,2024-01,2024-02,3.079110102025173,3.157074141648697,-0.009232884460397273,0.06873115516312645,0.3428533386591992,decelerating,accelerating,False,0.009232884460397273,noise
2024-03-31,2024-02,2024-03,3.3115255952389955,3.4868349120836584,0.15445145359029855,0.32976077043496144,0.12307181953890023,accelerating,accelerating,True,0.15445145359029855,noise
2024-04-30,2024-03,2024-04,3.43025749877206,3.3607951262196734,-0.05657741331159816,-0.126039785863985,0.3392739405144063,decelerating,decelerating,True,0.05657741331159816,noise
