,quad,close,growth_yoy,inflation_yoy
2019-12,2,False,2.093200056362199,2.3195274699624457
2020-01,2,False,2.221850926796942,2.599767976845202
2020-02,4,True,2.2129296002173504,2.3413166797595197
2020-03,4,False,-3.9234788225201878,1.4940399642909163
2020-04,4,False,-14.697232029655016,0.3130472940411133
2020-05,1,False,-8.811313043053504,0.1982013035848551
2020-06,2,False,-4.207919211967193,0.7166562831830481
2020-07,2,False,-2.8068503597559524,0.9968647625897997
2020-08,2,False,-2.371800310345862,1.2810698495523853
2020-09,2,False,-1.3140655821578529,1.3910228912373812
2020-10,1,False,-0.7909252490142404,1.2303863428671624
2020-11,4,False,-1.430619662016197,1.1757452138405844
2020-12,2,False,-1.0258195288304517,1.3204191315779434
2021-01,2,False,-0.0642653264084192,1.3738437137002402
2021-02,3,False,-1.3600992484390062,1.6698167791706853
2021-03,2,False,8.560070809551569,2.6678187820641908
2021-04,2,False,23.177982445929104,4.133077115360573
2021-05,3,False,14.850295118093593,4.918257089467626
2021-06,3,False,9.717910259804995,5.295632620349999
2021-07,4,False,7.738858795716874,5.245169381309234
2021-08,4,False,7.231248119613576,5.152015301793966
2021-09,3,False,6.064707720797902,5.351215590949132
2021-10,2,False,6.3047264668943725,6.235042390298062
2021-11,2,False,6.8391348903313,6.901970403700863
2021-12,3,False,5.992280491801916,7.174340285065539
2022-01,3,False,4.644130347876563,7.558805726967832
2022-02,2,False,6.379476291579778,7.937278766517819
2022-03,3,False,2.718919155249311,8.572204966013853
2022-04,4,False,2.504191351550822,8.231750770777225
2022-05,3,False,2.3181390268306012,8.538171195642065
2022-06,3,False,1.6663636949502347,8.979361103105798
2022-07,1,False,1.9404055536008658,8.462576727730099
2022-08,4,True,1.8952143120535725,8.222579178218826
2022-09,1,True,1.9988344373976785,8.192106896425821
2022-10,4,False,1.4806618785266457,7.758813957693
2022-11,4,False,0.8135079760879904,7.122856456533988
2022-12,1,True,0.8344549399133427,6.404600402357152
2023-01,1,False,2.275789076330148,6.327178517960097
2023-02,4,False,1.8488362976378125,5.957820738137087
2023-03,4,False,1.3555017617362441,4.917719362889961
2023-04,3,True,1.25774270235528,4.950079879124369
2023-05,1,False,1.4555844863385348,4.131851231385042
2023-06,1,False,1.622112591912095,3.070617072997095
2023-07,2,False,1.8863702220607514,3.287749268428297
2023-08,3,False,1.6498466106561915,3.722504803505289
2023-09,1,True,1.7232481774879682,3.687206638119256
2023-10,4,False,1.5960788734295406,3.2512659098611785
2023-11,1,False,2.2944834212893506,3.1333462745911866
2023-12,2,False,2.8668299653282547,3.3159099427102934
2024-01,4,False,0.9174196754759167,3.0883429864855705
2024-02,2,False,1.5834640287347712,3.157074141648697
2024-03,2,False,1.8416973544754134,3.4868349120836584
2024-04,4,False,1.544601106854282,3.3607951262196734
2024-05,1,False,2.042791929452714,3.244278584003113
2024-06,1,False,2.1018437710142335,2.9702579486470926
2024-07,4,True,1.8213402918481947,2.9414757935583014
2024-08,1,True,1.8295980165802028,2.607144490692037
2024-09,1,False,1.9473962158356395,2.4264830315416708
2024-10,2,True,1.9787048137867913,2.578844053871343
2024-11,3,False,1.8979670251653369,2.719472461284833
2024-12,2,False,2.2999976731911786,2.870690967509981
2025-01,2,True,2.329553797814432,2.9909783078999608
2025-02,4,False,1.894273463517404,2.8015834477613355
2025-03,1,False,2.31943685542797,2.381981462805549
2025-04,1,False,2.4203152105371606,2.32538823025783
2025-05,3,False,1.6146198861860972,2.3772651073680873
2025-06,2,False,1.6753232290969367,2.680453865910226
2025-07,2,False,2.0417962958594105,2.742618052167134
2025-08,3,True,2.022272268814662,2.9385917430316155
2025-09,3,False,1.8398791259093938,3.0225715847133294
2025-10,4,True,1.8047849917056658,2.8586363095629785
2025-11,4,False,1.626754603628,2.6964439164939513
2025-12,4,True,1.0442201191428468,2.653304114557753
2026-01,1,False,1.4467101878091082,2.391201432150014
2026-02,2,True,1.6312910005651382,2.4340041103732224
2026-03,3,False,1.1761657569714146,3.2859577528651984
2026-04,2,False,1.3073170989407412,3.7792458367415627
2026-05,2,False,1.8849151867434522,4.166614684049641
2026-06,1,False,2.0251347219921723,3.463530729385411
2026-07,4,False,1.5240933198905404,3.303856050706311
